action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,209.0,5,,,,,White,,,,,1,Male,2,2012,2045.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,9.0,Essex County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,37764.0,Peabody - MA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000852218,451424,25,MA,Massachusetts,87300.0,593,918.0,844.0,18.520000457763672,3132.0,,102.04000091552734
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,65.0,5,,,,,White,,,,,2,Female,0,2012,311.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,1.0,Adams County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0021318,56535,42,PA,Pennsylvania,55600.0,253,1150.0,1035.0,5.190000057220459,3179.0,,151.0800018310547
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,72.0,5,,,,,White,,,,,1,Male,0,2012,24.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,19.0,Calcasieu Parish,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,29340.0,Lake Charles - LA,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,31849,22,LA,Louisiana,62400.0,19,2558.0,1618.0,20.43000030517578,5878.0,,91.4000015258789
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,154.0,5,,,,,White,,,,,1,Male,2,2012,264.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,53.0,Hennepin County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,33460.0,"Minneapolis, St. Paul, Bloomington - MN, WI",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,1913186,27,MN,Minnesota,83900.0,224,1143.0,1552.0,19.6200008392334,5937.0,,103.95999908447266
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,84.0,5,,,,,White,,,,,1,Male,0,2012,9518.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,45.0,Garfield County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),85-0253247,106,8,CO,Colorado,61000.0,219,1214.0,726.0,25.0,3564.0,,140.07000732421878
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,56.0,5,,,,,White,,,,,1,Male,2,2012,2525.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,9.0,Essex County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,37764.0,Peabody - MA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000852218,596550,25,MA,Massachusetts,87300.0,251,1355.0,910.0,34.540000915527344,3874.0,,75.7300033569336
2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,73.0,5,,,,,White,,,,,2,Female,0,2012,22.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19.0,Calcasieu Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,29340.0,Lake Charles - LA,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,31543,22,LA,Louisiana,62400.0,55,1854.0,1463.0,12.40999984741211,4955.0,,112.01000213623048
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,97.0,5,,,,,White,,,,,2,Female,0,2012,4045.0,1,Hispanic or Latino,5,,,,,White,,,,,1,Male,59.0,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004.0,"Nassau, Suffolk - NY",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",20-0960457,1001,36,NY,New York,107500.0,280,1359.0,1203.0,20.700000762939453,4126.0,,102.06999969482422
3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,56.0,5,,,,,White,,,,,1,Male,0,2012,2015.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,121.0,Venango County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,25-1531922,352,42,PA,Pennsylvania,55600.0,21,2583.0,1176.0,2.6700000762939453,3601.0,,92.30999755859376
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,103.0,5,,,,,White,,,,,1,Male,2,2012,3010.08,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Canadian County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,36420.0,Oklahoma City - OK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,2444321,40,OK,Oklahoma,61500.0,267,1762.0,1533.0,32.5,5942.0,,166.8800048828125
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,94.0,5,,,,,White,,,,,1,Male,0,2012,112.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Erie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,21500.0,Erie - PA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-2253315,8765,42,PA,Pennsylvania,58700.0,121,1963.0,1708.0,1.950000047683716,4706.0,,115.55999755859376
1,Loan originated,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,258.0,5,,,,,White,,,,,1,Male,0,2012,72.0,1,Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Essex County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35084.0,"Newark, Union - NJ, PA",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,26-2053389,2664,34,NJ,New Jersey,91900.0,228,1095.0,455.0,46.22999954223633,3532.0,,50.91999816894531
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,200.0,5,,,,,White,,,,,1,Male,0,2012,55.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,3.0,Clark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,29820.0,"Las Vegas, Paradise - NV",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,821333,32,NV,Nevada,64300.0,154,1360.0,741.0,13.81999969482422,3054.0,,101.33999633789062
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,281.0,5,,,,,White,,,,,1,Male,0,2012,3511.03,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,5101,6,CA,California,93500.0,248,1092.0,1277.0,8.989999771118164,1846.0,,109.5199966430664
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,22.0,5,,,,,White,,,,,1,Male,0,2012,203.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,133.0,Northumberland County,7.0,,,Credit application incomplete,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-4599244,31762,51,VA,Virginia,52600.0,123,4240.0,2135.0,23.1299991607666,5292.0,,125.16999816894531
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2012,140.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Essex County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,35084.0,"Newark, Union - NJ, PA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,26-2053389,2661,34,NJ,New Jersey,91900.0,393,1302.0,1217.0,48.08000183105469,3933.0,,114.77999877929688
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,26.0,5,,,,,White,,,,,1,Male,0,2012,108.07,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,3.0,Allen County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,23060.0,Fort Wayne - IN,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,1501052,18,IN,Indiana,63800.0,85,1655.0,1422.0,11.270000457763672,4394.0,,93.69000244140624
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,210.0,5,,,,,White,,,,,1,Male,0,2012,4432.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0508430,5094,6,CA,California,93500.0,950,1210.0,1147.0,77.0,3704.0,,238.17999267578125
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,216.0,5,,,,,White,,,,,1,Male,0,2012,109.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Erie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,21500.0,Erie - PA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-2253315,7661,42,PA,Pennsylvania,58700.0,272,1667.0,1518.0,6.139999866485597,4854.0,,201.7400054931641
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,93.0,5,,,,,White,,,,,1,Male,0,2012,4046.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,59.0,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004.0,"Nassau, Suffolk - NY",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",20-0960457,1000,36,NY,New York,107500.0,279,1470.0,1337.0,17.110000610351562,4448.0,,148.4199981689453
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,84.0,5,,,,,White,,,,,2,Female,2,2012,423.35,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59.0,Orange County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,42044.0,"Santa Ana, Anaheim, Irvine - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,16593,6,CA,California,85300.0,228,1459.0,1483.0,36.70000076293945,5829.0,,136.77000427246094
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,171.0,5,,,,,White,,,,,1,Male,0,2012,105.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,143.0,Washington County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,22220.0,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000476810,41456,5,AR,Arkansas,58200.0,356,1849.0,1482.0,9.100000381469727,4769.0,,135.41000366210938
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,43.0,2,,,,,Asian,,,,,1,Male,0,2012,103.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,33.0,King County,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,42644.0,"Seattle, Bellevue, Everett - WA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,3015201,53,WA,Washington,88000.0,100,1733.0,1008.0,67.19000244140625,5940.0,,81.66999816894531
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,40.0,5,,,,,White,,,,,2,Female,0,2012,3112.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,183.0,St. Charles County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,41180.0,"St. Louis - MO, IL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000476810,235205,29,MO,Missouri,70400.0,195,2236.0,2122.0,10.06999969482422,6135.0,,115.33000183105469
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,43.0,3,,,,,Black or African American,,,,,2,Female,2,2012,37.06,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,309.0,McLennan County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,47380.0,Waco - TX,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,2393094,48,TX,Texas,54700.0,134,2951.0,2364.0,29.57999992370605,9038.0,,144.63999938964844
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,214.0,5,,,,,White,,,,,1,Male,0,2012,1120.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,39.0,Crawford County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0021318,55799,42,PA,Pennsylvania,55600.0,217,2153.0,889.0,1.7300000190734863,2541.0,,89.44999694824219
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,35.0,5,,,,,White,,,,,2,Female,0,2012,2902.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Midland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060137,696,26,MI,Michigan,52100.0,77,1173.0,765.0,6.710000038146973,3653.0,,70.55999755859375
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,67.0,5,,,,,White,,,,,1,Male,0,2012,9701.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,27.0,Custer County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),71-0544232,13625,8,CO,Colorado,61000.0,206,3571.0,1489.0,8.010000228881836,4255.0,,83.88999938964844
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,69.0,5,,,,,White,,,,,2,Female,2,2012,24.98,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,309.0,McLennan County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,47380.0,Waco - TX,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2392891,48,TX,Texas,54700.0,110,1992.0,1050.0,45.38000106811523,4718.0,,87.66000366210938
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,43.0,5,,,,,White,,,,,2,Female,0,2012,2137.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,189.0,St. Louis County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,41180.0,"St. Louis - MO, IL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000480228,441077,29,MO,Missouri,70400.0,56,2018.0,1334.0,68.48999786376953,5484.0,,80.9800033569336
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,37.0,5,,,,,White,,,,,1,Male,0,2012,116.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Erie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,21500.0,Erie - PA,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,26-2053389,3363,42,PA,Pennsylvania,58700.0,104,1602.0,1043.0,4.380000114440918,4294.0,,77.22000122070312
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,174.0,5,,,,,White,,,,,1,Male,0,2012,1402.03,2,Not Hispanic or Latino,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,113.0,Fayette County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,12060.0,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),76-0503625,30570,13,GA,Georgia,69300.0,222,1990.0,1665.0,34.689998626708984,5743.0,,135.05000305175778
